Index,RTT (μs),CWND (B),Bytes In Flight (B)
1049,420,40960,33
1050,420,40960,1474
1051,420,40960,2915
1052,420,40960,3654
1053,420,40960,3678
1054,420,40960,3773
1055,441,40960,0
1056,441,40960,95
1057,441,40960,190
1058,524,40960,0
1059,524,40960,95
1060,656,40960,0
1061,656,40960,95
1062,594,40960,0
1063,594,40960,33
1064,594,40960,1474
1065,594,40960,2915
1066,594,40960,4356
1067,594,40960,4619
1068,594,40960,4643
1069,574,40960,0
1070,574,40960,95
1071,574,40960,190
1072,545,40960,0
1073,545,40960,33
1074,545,40960,1474
1075,545,40960,2915
1076,545,40960,4356
1077,545,40960,4424
1078,542,40960,0
1079,542,40960,95
1080,542,40960,190
1081,523,40960,0
1082,523,40960,95
1083,523,40960,190
1084,493,40960,0
1085,493,40960,33
1086,493,40960,1474
1087,493,40960,2915
1088,493,40960,4356
1089,493,40960,4509
1090,493,40960,4533
1091,497,40960,0
1092,497,40960,95
1093,497,40960,190
1094,461,40960,0
1095,461,40960,33
1096,461,40960,1474
1097,461,40960,2915
1098,461,40960,4356
1099,461,40960,4533
1100,587,40960,0
1101,587,40960,102
1102,587,40960,197
1103,557,40960,0
1104,557,40960,95
1105,557,40960,190
1106,550,40960,0
1107,550,40960,33
1108,550,40960,1474
1109,550,40960,2915
1110,550,40960,4152
1111,561,40960,0
1112,561,40960,95
1113,561,40960,190
1114,526,40960,0
1115,526,40960,95
1116,483,40960,0
1117,483,40960,95
1118,483,40960,190
1119,448,40960,95
1120,430,40960,0
1121,430,40960,33
1122,430,40960,1474
1123,430,40960,2915
1124,430,40960,4221
1125,430,40960,4245
1126,440,40960,0
1127,440,40960,95
1128,440,40960,190
1129,411,40960,0
1130,411,40960,33
1131,411,40960,1474
1132,411,40960,2915
1133,411,40960,4156
1134,411,40960,4180
1135,427,40960,0
1136,427,40960,95
1137,427,40960,190
1138,407,40960,0
1139,407,40960,95
1140,407,40960,190
1141,399,40960,0
1142,399,40960,33
1143,399,40960,1474
1144,399,40960,2915
