Index,RTT (μs),CWND (B),Bytes In Flight (B)
1351,673,40960,32
1352,673,40960,1473
1353,673,40960,2914
1354,673,40960,3357
1355,682,40960,0
1356,682,40960,95
1357,682,40960,190
1358,675,40960,0
1359,675,40960,95
1360,631,40960,0
1361,631,40960,95
1362,819,40960,0
1363,819,40960,32
1364,819,40960,1473
1365,819,40960,2914
1366,819,40960,3475
1367,819,40960,3499
1368,812,40960,0
1369,812,40960,95
1370,812,40960,190
1371,780,40960,0
1372,780,40960,32
1373,780,40960,1473
1374,780,40960,2914
1375,780,40960,3276
1376,805,40960,0
1377,805,40960,102
1378,805,40960,197
1379,781,40960,0
1380,781,40960,95
1381,781,40960,190
1382,780,40960,0
1383,780,40960,95
1384,721,40960,0
1385,721,40960,32
1386,721,40960,1473
1387,721,40960,2914
1388,721,40960,3454
1389,721,40960,3478
1390,741,40960,0
1391,741,40960,95
1392,741,40960,190
1393,738,40960,0
1394,738,40960,32
1395,738,40960,1473
1396,738,40960,2914
1397,738,40960,3143
1398,738,40960,3167
1399,765,40960,0
1400,765,40960,95
1401,765,40960,190
1402,753,40960,0
1403,753,40960,95
1404,753,40960,190
1405,754,40960,0
1406,754,40960,32
1407,754,40960,1473
1408,754,40960,2914
1409,754,40960,3386
1410,754,40960,3410
1411,778,40960,0
1412,778,40960,95
1413,778,40960,190
1414,754,40960,0
